HELPER,class,team
robbie moyer04/26/2000biloxi- ms,2023,ARI
robbie strong03/24/2003montgomery- al,2023,ATL
robby hoffman01/20/2005west norriton- pa,2023,OAK
robby jones11/24/2001topeka- ks,2023,LAA
robby maloy01/13/2002fresno- ca,2023,DET
robby ritter01/04/2004chicago- il,2023,NYM
robby sterling06/24/2002new york- ny,2023,CHC
rocky bailey03/09/2002san antonio- tx,2023,KC
rod francis12/23/2001los angeles- ca,2023,MIL
rod james06/18/2002san francisco- ca,2023,LAA
rod randolph10/16/2004lapeer- mi,2023,TEX
rodel jaramillo05/26/2001trumbull- ct,2023,TOR
ron bradford08/21/2005watertown- ma,2023,KC
ron chandler01/16/2001natchitoches- la,2023,CWS
ron coleman08/10/2000ft. pierce- fl,2023,UNSIGNED
ron etheridge07/13/2003weslaco- tx,2023,ARI
ron george10/07/2003plantation (broward county)- fl,2023,SEA
ron hines04/30/2002adelanto- ca,2023,UNSIGNED
ron jones07/04/2004lexington- ky,2023,CIN
ron jones08/31/2004indianapolis- in,2023,NYM
ron lacy05/23/2005danville- ca,2023,UNSIGNED
ron little08/17/2004twin lakes- co,2023,BAL
ron miller09/23/2004harwinton- ct,2023,WAS
ron moore03/13/2003fontana- ca,2023,ATL
ron walker06/15/2002carpinteria- ca,2023,STL
ron wills11/13/2003nanuet- ny,2023,TB
ron wilson02/22/2004hatboro- pa,2023,LAA
ruben mendez12/28/2002kamas- ut,2023,PIT
ruben morales10/26/2004glen carbon- il,2023,STL
rusty allen04/06/2005gilbert- az,2023,NYM
rusty bursey05/01/2003vancouver- bc,2023,TEX
rusty fye11/03/2004wayne- nj,2023,UNSIGNED
rusty jones10/01/2002east orange- nj,2023,WAS
rusty miller11/25/2002ewing- nj,2023,LAD
rusty trujillo06/14/2004jacksonville- fl,2023,PIT
sabino costello11/14/2003bayamon- bay,2023,UNSIGNED
sam campbell10/10/2004levelland- tx,2023,UNSIGNED
sam mcdonald04/17/2005san leandro- ca,2023,TEX
sam muncy03/23/2004st. martin- ms,2023,TOR
sam sanders06/25/2004gainesville- fl,2023,SF
sammy doyle04/17/2003lewisville- tx,2023,BAL
sammy gonzalez07/30/2001opportunity- wa,2023,BAL
sancho flores02/01/2003caguas- hum,2023,CHC
sancho flores09/14/2004webb city- mo,2023,UNSIGNED
sandro jimenez07/22/2002jacksonville- fl,2023,PIT
sandy dotson08/22/2004dallas- tx,2023,ATL
scot duke11/02/2004warwick- ri,2023,KC
scotty hooper01/25/2004waurika- ok,2023,STL
scotty ivey04/02/2005providence- ri,2023,MIL
scotty rico02/03/2001south valley- nm,2023,DET
sean bright09/05/2004milwaukee- wi,2023,STL
sean eubank12/13/2005fayetteville- ar,2023,SD
sean george11/07/2005east lyme- ct,2023,UNSIGNED
sean lynn08/23/2004dallas- tx,2023,LAD
sean mccallum09/08/2004bentonville- ar,2023,CHC
sean mcdonald10/02/2002indianapolis- in,2023,TOR
sean punch09/25/2002austin- tx,2023,NYM
sergio bernal08/01/2004east riverdale- md,2023,UNSIGNED
sergio pena08/13/2002honolulu- hi,2023,MIN
shan-bo chin05/08/2004quebec city- qc,2023,UNSIGNED
shaun williams01/10/2001houston- tx,2023,PHI
shawn brown02/28/2004pasadena- md,2023,STL
shawn charles10/25/2002san francisco- ca,2023,SD
shawn gross08/26/2002arbutus- md,2023,BOS
sonny johnston04/23/2004keystone- fl,2023,MIL
sonny mccray06/19/2001beaverton- or,2023,STL
spike dawson12/14/2002pompano beach- fl,2023,BAL
spike flanagan08/23/2002san diego- ca,2023,MIL
stan franks07/09/2004san antonio- tx,2023,PHI
stan norton05/21/2002los angeles- ca,2023,UNSIGNED
stan riley11/07/2000chicago- il,2023,CLE
steve abrams03/12/2005jessup- md,2023,STL
steve alford10/19/2000ft. edward- ny,2023,NYM
steve baird10/21/2002alvin- tx,2023,BOS
steve brown02/20/2001lochearn- md,2023,CWS
steve dwyer03/15/2004pasadena- ca,2023,UNSIGNED
steve escamilla07/08/2004welcome- nc,2023,SD
steve ewing04/12/2003shorewood- il,2023,UNSIGNED
steve garner08/21/2003ashburn- ga,2023,SF
steve graves10/23/2002dana point- ca,2023,UNSIGNED
steve haley02/16/2004killeen- tx,2023,BOS
steve harper08/02/2005virginia beach- va,2023,UNSIGNED
steve harris10/06/2004weigelstown- pa,2023,BAL
steve hartley05/08/2001chicago- il,2023,PIT
steve koch05/11/2003orange- ca,2023,ARI
steve maxwell03/10/2005anchorage- ak,2023,NYY
steve meeks07/13/2004gulfport- ms,2023,COL
steve miles02/27/2004north lauderdale- fl,2023,WAS
steve o'dell05/25/1999arlington- tx,2023,ATL
steve powers07/20/2004houston- tx,2023,LAA
steve ramos12/05/2004sausalito- ca,2023,NYY
steve reid09/03/2004canton- oh,2023,NYY
steve sanchez04/14/2001fullerton- ca,2023,ARI
steve silva07/15/2000worcester- ma,2023,COL
steve thrasher06/10/2002sherwood- or,2023,CIN
steve turrill09/27/2005north olmsted- oh,2023,MIN
steve waddell06/18/2004jeffersonville- in,2023,TOR
stu crawford09/06/2000tillamook- or,2023,MIN
stu myers04/05/2004weehawken- nj,2023,OAK
stu rankin09/06/2000taunton- ma,2023,PIT
t.j. king01/12/2004toledo- oh,2023,UNSIGNED
t.j. thomason11/27/2004honolulu- hi,2023,UNSIGNED
tad gonzalez09/16/2004rocklin- ca,2023,NYM
tad martinez03/26/2003chula vista- ca,2023,UNSIGNED
ted mcclain03/31/2004south point- oh,2023,CWS
ted moss01/27/2003omaha- ne,2023,NYY
tedd mcclendon02/17/2004glen cove- ny,2023,NYM
theo fretwell06/14/2004garland- tx,2023,NYY
theron lara01/03/2004san antonio- tx,2023,LAD
theron powell01/15/2003tulsa- ok,2023,TOR
thom greene09/26/2004star city- wv,2023,MIA
tim alonso06/27/2002parsippany-troy hills township- nj,2023,COL
tim bebb12/04/2002fitchburg- ma,2023,CIN
tim boyer04/16/2005brooklyn- ny,2023,UNSIGNED
tim brewster07/10/2005new york- ny,2023,UNSIGNED
tim carlyle11/29/2003naranja- fl,2023,UNSIGNED
tim cramer05/11/2002grand mound- wa,2023,LAD
tim crosby04/12/2002owatonna- mn,2023,CIN
tim doiron07/18/2005bayou cane- la,2023,BOS
tim dooley12/14/2002tampa- fl,2023,PHI
tim dukes07/29/2004girard- oh,2023,WAS
tim dunn10/15/2002monroe- ny,2023,UNSIGNED
tim guthrie02/03/2001worcester- ma,2023,LAA
tim howard03/15/2004wyoming- mi,2023,NYM
tim lewis05/03/2004minot- nd,2023,SD
tim lewis05/05/2005waterbury- ct,2023,KC
tim moody04/11/2002rochester- mn,2023,BAL
tim morgan02/03/2002lorain- oh,2023,BAL
tim peters08/03/2004cedar rapids- ia,2023,CIN
tim ramsey02/26/2004mercersburg- pa,2023,CHC
tim russell10/02/2000steamboat springs- co,2023,UNSIGNED
tim saveljic03/30/2002bethesda- md,2023,HOU
tim smiley09/22/2005eugene- or,2023,NYM
tim stone03/08/2001newark- oh,2023,CIN
tim turner12/25/2002new rochelle- ny,2023,UNSIGNED
tim walker09/01/2004salt lake city- ut,2023,NYY
tim washington06/17/2005cape canaveral- fl,2023,NYY
toby grant05/29/2002sanger- ca,2023,COL
tomas carbajal04/23/2005paterson- nj,2023,UNSIGNED
tomas cruz10/27/2003mansfield- pa,2023,MIL
tomas montoya07/30/2004boston- ma,2023,SF
tommy martin01/03/2002wayne- nj,2023,CIN
tommy peters08/25/2004green- oh,2023,UNSIGNED
tommy reed12/06/2002east brunswick- nj,2023,UNSIGNED
tommy whitney07/08/2000columbus- ga,2023,BOS
tony davis02/17/2004new york- ny,2023,ATL
tony green10/30/2002detroit- mi,2023,MIL
tony harris12/11/2004philadelphia- pa,2023,PIT
tony munoz12/30/2004carson- ca,2023,SEA
tony phillips10/28/2001meridian- pa,2023,CWS
tony poole03/21/2005new york- ny,2023,TB
tony saunders10/11/2002east lansing- mi,2023,UNSIGNED
tony sutton04/19/2003reminderville- oh,2023,LAD
tony warren05/04/2003los angeles- ca,2023,STL
tony wilkinson07/03/2002ft. worth- tx,2023,UNSIGNED
trey jones10/08/2004jasper- al,2023,NYM
trey miller03/20/2001lancaster- oh,2023,MIA
tristan collier02/06/2002baltimore- md,2023,ATL
ty howell06/27/2004westminster- co,2023,TB
tynan jones01/18/2002farmington- me,2023,SD
tyrone johnson06/28/2004detroit- mi,2023,UNSIGNED
tyrone kemp09/20/2001garden grove- ca,2023,SEA
tyrone thomas04/05/2004kent acres- de,2023,SD
tyrone wright01/04/2004hoboken- nj,2023,UNSIGNED
victor andreo10/19/2003san juan- san,2023,UNSIGNED
victor fernandez12/17/2004bayamon- bay,2023,ATL
victor martinez05/12/2002indianapolis- in,2023,TB
victor ramos05/03/2002gary- in,2023,UNSIGNED
victor toledo11/29/2005grand prairie- tx,2023,TOR
vince daniels01/17/2004harrisburg- or,2023,BAL
vince nelson03/31/2004new york- ny,2023,COL
walt bonner11/22/2003concord- ma,2023,PHI
walt bryant05/16/2004st. charles- md,2023,CLE
walt gentry02/09/2005holland- oh,2023,UNSIGNED
walt graves12/07/2003san marcos- tx,2023,UNSIGNED
walt raines03/03/2002martinez- ca,2023,LAA
walt winston04/12/2001the colony- tx,2023,UNSIGNED
waylon franklin04/26/2003tulsa- ok,2023,KC
wes richter09/09/2002vamo- fl,2023,WAS
whit aguirre05/10/2004durham- nc,2023,HOU
whit young06/13/2001lowell- ma,2023,MIL
wilfred hensley01/09/2004santa clara- ca,2023,UNSIGNED
wilfred thomas09/20/2003bridge city- la,2023,ATL
willie cain03/16/2001montgomery- al,2023,COL
willie hester12/05/2001san bernardino- ca,2023,NYM
willie howard01/16/2005pittsburgh- pa,2023,DET
wing-kit tsao03/31/2004welland- on,2023,ARI
xavier fuller08/04/2001manchester- nh,2023,BOS
yassine potier03/13/2002east st. paul- mb,2023,TEX
yong-hoon chong02/08/2004las cruces- nm,2023,UNSIGNED
zach borthwick04/21/2004brooklyn- ny,2023,MIL
zach stevens12/11/2005suwanee- ga,2023,HOU
zach weller09/06/1998unknown,2023,UNSIGNED
zak hopper12/16/2002chicago- il,2023,UNSIGNED
zane allen02/13/2000hanover- pa,2023,CWS
dan davis03/28/2000plano- tx,2022,OAK
ken conner10/13/2000olive branch- ms,2022,MIA
jorge sobrin03/29/2001kearny- az,2022,UNSIGNED
brendan thomas06/25/2001los angeles- ca,2022,BOS
curt nelson07/21/2000baytown- tx,2022,KC
jose carmone02/07/2001rincon- may,2022,CWS
bob andersen12/19/1999oceanport- nj,2022,MIN
juan murillo04/06/2001hoover- al,2022,TEX
jim penn08/05/1999philadelphia- pa,2022,MIA
derrek jones11/27/2001stoughton- ma,2022,DET
john kirby08/16/2000kitchener- on,2022,KC
jerry waller01/27/2000rosamond- ca,2022,SEA
robin roach11/14/2001saguenay- qc,2022,SEA
zane janes06/19/1999laval- qc,2022,KC
kevin ortiz06/27/2001buena park- ca,2022,TOR
carlos jones08/15/2000o'fallon- mo,2022,CWS
zach nelson06/13/2002medina- tx,2022,PIT
mike peterson06/02/2000harvard- il,2022,SEA
chris branch03/23/2001kansas city- mo,2022,UNSIGNED
jim henderson09/17/1999st. paul- mn,2022,MIN
ted lee07/10/2000orangevale- ca,2022,SEA
tony bell11/18/2001fremont- ca,2022,STL
kurt emerson02/11/2002pine island- mn,2022,UNSIGNED
joe williams09/19/2000columbia- sc,2022,UNSIGNED
tim macmaster07/14/2001dale city- va,2022,STL
ken myers12/24/2001bessemer city- nc,2022,UNSIGNED
mike mills08/17/2003north bellmore- ny,2022,CIN
brit murphy03/11/2001chicago- il,2022,HOU
ben holland12/09/2000south gate- ca,2022,OAK
bob petersen09/19/2000bristol- tn,2022,PHI
tyrone johnston02/15/2003huntington beach- ca,2022,KC
jimmy conley03/08/2001wayne- mi,2022,MIL
kurt lane09/19/2003trotwood- oh,2022,KC
dicky perry02/20/2003burnsville- mn,2022,NYY
doug dotson10/23/2003quincy- ma,2022,BOS
josh glendenning09/10/2003brillion- wi,2022,UNSIGNED
johnny rhodes02/12/2001arlington- va,2022,TEX
norm hamilton11/08/2000new york- ny,2022,DET
dominic sykes07/28/2000tampa- fl,2022,TOR
dani lopez06/26/2003northgate- oh,2022,BAL
steve whitley10/21/2001greenhills- oh,2022,MIN
darrel hunter09/30/2003garden grove- ca,2022,HOU
bob powers08/05/2004selma- al,2022,ATL
robby weber07/25/2000brooklyn- ny,2022,CWS
lou howard06/02/2003troy- ny,2022,MIA
sergio diaz10/25/2003caguas- hum,2022,NYY
curt annlar11/03/2001bourne- ma,2022,BOS
rob sorensen01/05/2000cleveland heights- oh,2022,CLE
dan boucher02/12/2004issaquah- wa,2022,TOR
joe crowe04/01/2000butte- mt,2022,NYY
pete ball03/25/2003selma- ca,2022,CLE
ernesto moreno04/11/2001trujillo alto- car,2022,ARI
dan hall02/18/2004taylorsville- ut,2022,MIL
wes miller09/09/2003stephenville- tx,2022,CWS
steve miller04/11/2002concord- ca,2022,CLE
jon polk08/25/2000anderson- in,2022,MIN
joe macknight12/06/2001jacksonville- fl,2022,PIT
geoff dunham12/09/2003eagan- mn,2022,PIT
jeff norwood05/31/2000farmington- mn,2022,CWS
doug franklin10/08/2003mesa- az,2022,HOU
al casey08/12/2003gilbert- az,2022,SEA
alex mackinney02/01/1999new york- ny,2022,DET
jesus gonzales05/14/2003sunnyvale- ca,2022,UNSIGNED
ben moody12/28/2001santa ana- ca,2022,STL
jim hall04/04/2002bartlett- il,2022,LAD
norm hall05/30/2003florence- al,2022,BOS
del bray06/29/2003cambridge- ma,2022,HOU
jake hines05/19/2000plano- tx,2022,ARI
alfredo castillo05/08/2003burlington- ma,2022,MIA
ben mcallister03/12/2004irving- tx,2022,ARI
carlos pritchard01/27/2000st. gabriel- la,2022,LAA
jeff logan01/11/2002chalkville- al,2022,CWS
bob lund02/11/2004brampton- on,2022,SF
antonio marquis08/05/2003comerio- gua,2022,SD
nelson montero10/03/2003houston- tx,2022,NYY
ron etheridge07/13/2003weslaco- tx,2022,UNSIGNED
tim bradshaw06/13/2001lincoln- mo,2022,COL
ed susan11/29/2002st. louis park- mn,2022,TB
hector flores09/14/2004randolph- ma,2022,CHC
joe miller03/10/2003demopolis- al,2022,LAA
gerrit haazens12/07/2003the hague- zui,2022,HOU
manny navarro06/07/2003centennial- co,2022,WAS
ted pena08/23/2003waxhaw- nc,2022,DET
corkie gonzalez02/03/2002st. paul- mn,2022,TOR
chet walker03/30/2000parker- fl,2022,ARI
chip black02/22/2001carle place- ny,2022,MIA
robbie mcallister05/30/2000thiells- ny,2022,UNSIGNED
yaremka dabahov03/12/2002murphy- tx,2022,CWS
jose ruiz11/26/2001colchester- vt,2022,SD
ben waters12/29/2001mt. pleasant- sc,2022,MIL
joe hill04/14/2004st. louis- mo,2022,UNSIGNED
kevin duncan10/04/2003tampa- fl,2022,STL
mario barrios03/26/2003las vegas- nv,2022,STL
tim jacobs11/15/2003rantoul- il,2022,ARI
wes pierce07/28/1999galveston- tx,2022,COL
joe jackson08/25/2003ogden- ut,2022,UNSIGNED
lou fuller07/08/2003savannah- ga,2022,NYY
greg thomason02/06/2000los angeles- ca,2022,COL
jorge vazquez01/05/1999woolwich- me,2022,LAA
lou smith05/24/2001battlefield- mo,2022,COL
phil hargrove01/28/2003new york- ny,2022,CLE
ricky coleman02/26/2002san francisco- ca,2022,TOR
joe ayers02/16/2001argos- in,2022,MIL
steve klinger09/09/2000chemainus- bc,2022,COL
robby boyer11/15/1999harrisburg- nc,2022,CLE
spike baker02/06/2004boston- ma,2022,CHC
jim hanson12/10/2001des moines- ia,2022,PHI
mike minnich09/02/2001san carlos- tx,2022,CLE
joe collins06/14/1999pasadena- ca,2022,CWS
pat walby06/30/1999bismarck- nd,2022,COL
ed setser10/28/2001rocky point- ny,2022,COL
jeff kern08/16/2000grain valley- mo,2022,OAK
tomas cruz10/27/2003mansfield- pa,2022,UNSIGNED
sam braun08/16/2003apache junction- az,2022,HOU
dan lee09/22/2001yonkers- ny,2022,TOR
shawn howard01/29/2003westlake- oh,2022,SF
hank sanders02/11/2003harpswell- me,2022,WAS
ron yates06/01/2002oklahoma city- ok,2022,STL
raul urrea04/08/2002newburg- ky,2022,UNSIGNED
jimmy 78702/05/2002brookside- de,2022,WAS
ed daniel06/10/2002north miami- fl,2022,SD
enrico martinez01/26/2003quanah- tx,2022,HOU
joe noble07/21/2003st. paul- mn,2022,TEX
tommy maclymont11/27/2002northampton- ma,2022,HOU
andy giles07/31/2002mesa- az,2022,WAS
steve parker09/10/2001appleton- wi,2022,ARI
randy stevens02/20/2000oklahoma city- ok,2022,TOR
ron whitney06/28/2003state college- pa,2022,MIL
danny campbell09/14/2001garland- tx,2022,COL
ken price10/06/2003moreno valley- ca,2022,STL
ron cook01/23/2002springfield- va,2022,WAS
joe gaffney02/16/2004shawnee- ks,2022,OAK
jerry phillips05/05/2003indianapolis- in,2022,STL
benoit bauer09/14/2001toronto- on,2022,TB
tony smith03/14/2004hialeah- fl,2022,PIT
joe bayfield04/26/2000burlington- nc,2022,KC
bobby holt07/20/2003modesto- ca,2022,KC
jeff thompson12/29/2003dallas- tx,2022,TEX
curt gonzalez08/05/2003lynn- ma,2022,MIA
dan burns05/08/2003san jose- ca,2022,MIN
ted barker08/30/2000baltimore- md,2022,ATL
chris lewis04/21/2004stafford- tx,2022,MIL
jimmy yarbrough03/12/2003cedar rapids- ia,2022,TEX
greg manning10/22/2003arcadia- ca,2022,CWS
jim crews03/21/2000crittenden- ky,2022,UNSIGNED
orlando hernandez11/13/2001vineyards- fl,2022,SF
ken oliver07/10/2003buffalo- ny,2022,COL
andy fulton03/13/2002honolulu- hi,2022,NYY
damian slocum08/28/2001devon-berwyn- pa,2022,PHI
randy thompson10/18/2001panama city- fl,2022,ARI
chris mogford09/22/2003country walk- fl,2022,LAA
bob king02/12/2001taylor- tx,2022,UNSIGNED
hector reyes07/01/2001waterford township- mi,2022,SD
ken hawkins12/19/2003everett- wa,2022,TB
chuck lee08/01/2003stevens point- wi,2022,SEA
jorge roach06/19/1999simi valley- ca,2022,BAL
danny adams05/11/2000san antonio- tx,2022,CHC
bob daly03/18/2001kansas city- mo,2022,ATL
antonio lopez09/11/2001ponce- pon,2022,COL
derek mccoy07/13/2000albuquerque- nm,2022,ATL
alan hines12/03/2003clayton- mo,2022,KC
mauro maldonado05/08/1999tomah- wi,2022,NYY
sam erickson03/27/2003tempe- az,2022,SEA
dave lawson09/07/2000congers- ny,2022,MIN
chris howard05/10/2001hammonton- nj,2022,UNSIGNED
mike bates12/15/2003lasalle- il,2022,PHI
jose diaz05/29/2001corcoran- mn,2022,SD
juan jaramillo04/30/2004new boston- tx,2022,NYY
duane owens09/14/2001springfield- ma,2022,UNSIGNED
ron williamson06/16/2001jonesboro- ar,2022,NYY
ed archer12/01/2001topeka- ks,2022,UNSIGNED
steve barnett06/28/2003keizer- or,2022,CWS
tommy hill05/26/2003conway- sc,2022,HOU
phil cerse11/24/2000sparks- nv,2022,UNSIGNED
sieb bijl06/17/2003montana abou- cur,2022,STL
mike brennan02/19/2000newark- de,2022,MIA
wilson rubio01/14/2004tecumseh- ok,2022,KC
brad murphy11/05/2004santa cruz- ca,2022,TOR
rayford frost11/01/2001trois-pistoles- qc,2022,UNSIGNED
josh townsley05/29/2000port jervis- ny,2022,ARI
raul sanchez04/09/2001san juan- san,2022,MIL
jorge acosta10/22/2000isabela- are,2022,UNSIGNED
jim michael03/23/2003mineola- ny,2022,UNSIGNED
chris harris05/11/2000mckinney- tx,2022,MIN
deron davis05/10/2001los angeles- ca,2022,TEX
cedric williams06/02/2001kaukauna- wi,2022,ATL
steve koch05/11/2003orange- ca,2022,UNSIGNED
kevin heath07/09/2000aurora- co,2022,UNSIGNED
alvin holland04/03/2004chicago- il,2022,SEA
wilfred thomas09/20/2003bridge city- la,2022,UNSIGNED
gabe matthews01/15/1999kirkland- wa,2022,CIN
ken benson04/23/2000clifton park- ny,2022,TOR
mike campbell06/26/2003huntington woods- mi,2022,CHC
dan gregory05/13/2002duncansville- pa,2022,TOR
daniel rojas10/30/2004marlborough- ma,2022,PIT
ed wilson11/01/2000tierra buena- ca,2022,TEX
dan ramos03/09/2004hartford- ct,2022,UNSIGNED
billy ramsey08/08/2003leesburg- va,2022,SF
mario ruiz04/12/2002los angeles- ca,2022,UNSIGNED
tony banda07/20/2003columbia- mo,2022,BAL
toby thompson08/28/2001atlanta- ga,2022,PHI
juan mendoza09/29/2000milwaukee- wi,2022,ATL
eric young04/19/2002enterprise- al,2022,DET
jose diaz09/26/2003st. clair- mi,2022,UNSIGNED
chris johnston12/16/2003wahiawa- hi,2022,CLE
antonio cortez04/30/2003north augusta- sc,2022,SF
andy fry04/26/2002austin- tx,2022,SD
anastasio guerrero08/31/2000arecibo- are,2022,STL
josh hale04/05/2002catalina- az,2022,TEX
mario rodriguez10/22/2003dallas- tx,2022,PHI
jermaine thomas06/12/1999columbia- mo,2022,TOR
rusty tanner01/24/2000lake worth- tx,2022,NYY
alex sutton07/20/2001west covina- ca,2022,OAK
alfredo crespo10/12/2001santa fe- nm,2022,KC
ken beck03/14/2002simi valley- ca,2022,LAA
bob lott02/20/2002rialto- ca,2022,SEA
mike allen10/04/2001woodburn- or,2022,UNSIGNED
derek ollio03/06/2002charlotte- nc,2022,PHI
derek jackson11/13/2003chicago- il,2022,ATL
don edgar03/12/2001lexington- sc,2022,TEX
joe brandt03/27/2000fond du lac- wi,2022,MIN
artie may01/01/2003encinitas- ca,2022,HOU
dominic puckett08/26/2001east rutherford- nj,2022,HOU
mike brown06/08/1999las vegas- nv,2022,UNSIGNED
ben mccain11/09/1999phoenix- az,2022,NYY
greg king12/24/2001sioux falls- sd,2022,OAK
joe gallagher06/29/2000egg harbor city- nj,2022,CLE
billy barnes11/09/2000west covina- ca,2022,PHI
eric talley02/13/2003waltham- ma,2022,WAS
dan patterson11/12/2001skowhegan- me,2022,OAK
chris dennis04/30/2000lakewood- co,2022,UNSIGNED
eddie mason08/10/2001lake oswego- or,2022,PHI
erik hodges04/24/2001corona- ca,2022,BAL
mauro gutierrez02/24/2003chandler- az,2022,PHI
stu ross11/19/2001kansas city- mo,2022,UNSIGNED
ken lee11/18/2001webster groves- mo,2022,HOU
bob hosey08/28/2003henderson- ky,2022,UNSIGNED
bob veitch07/20/2000petersburg- va,2022,UNSIGNED
cesar rodriguez12/12/2001hayward- wi,2022,HOU
dave dean10/31/2000pleasant prairie- wi,2022,TEX
jesus mendoza02/08/2001overland park- ks,2022,STL
alvin harrison03/15/1999lakeside- mt,2022,TOR
ron allen09/11/2002clarksville- in,2022,SEA
jeff riley02/20/2002san francisco- ca,2022,ATL
jim green03/19/2000west bloomfield township- mi,2022,UNSIGNED
bob turner08/25/2003long beach- ms,2022,HOU
juan miranda04/29/2001stockton- ca,2022,UNSIGNED
dan adams04/28/2003crystal lake- il,2022,MIL
angelo nunez02/11/2002grand forks- nd,2022,CLE
tim quinn07/27/2003fern park- fl,2022,TOR
antonio ortiz05/04/2000white bear lake- mn,2022,MIL
don fernandez04/03/2003pinole- ca,2022,UNSIGNED
pat etheridge09/11/2000tempe- az,2022,LAD
ken garrett06/26/2000northborough- ma,2022,UNSIGNED
alex benson03/15/2004new york- ny,2022,STL
kevin fleming08/20/2003st. marys- pa,2022,DET
tony garcia10/28/2001snellville- ga,2022,UNSIGNED
rob thomas09/27/2001los angeles- ca,2022,UNSIGNED
sandro perez09/12/2004johnstown- ny,2022,CWS
dan jones02/28/2003medford- nj,2022,UNSIGNED
ron nelson04/26/2003santa barbara- ca,2022,SF
jud quinones02/22/2000gibson- ar,2022,ATL
bennie banks02/15/2003brooklyn- ny,2022,TOR
chris hamilton10/31/1999hamtramck- mi,2022,UNSIGNED
dave macvicar03/07/2003new york- ny,2022,OAK
